"NumeroExpedient","CodiDistricte","DiaSetmana","Any","MesAny","NomMes","DiaMes","HoraDia","DescripcioCausaVianant","TipusVehicleImplicat","DescripcioSexe","DescripcioTipusPersona","Edat","DescripcioVictimitzacio","CoordenadaUTM_Y","CoordenadaUTM_X"
"2014S001984","5","Dl",2014,3,"Marc",17,5,"CreuaForaPas","Turisme","Dona","Vianant",52,"Lleu",4584898,428053
"2014S001999","10","Dm",2014,3,"Marc",18,10,"No","Bicicleta","Dona","Vianant",83,"Lleu",4585370,433539
"2014S006414","2","Dv",2014,9,"Setembre",5,5,"DsbSemafor","Bicicleta","Dona","Vianant",85,"Lleu",4581490,429946
"2014S005873","6","Dl",2014,8,"Agost",11,9,"No","Taxi","Dona","Vianant",74,"Lleu",4584853,428821
"2014S007296","3","Dv",2014,10,"Octubre",10,1,"CreuaForaPas","Motocicleta","Dona","Vianant",51,"Lleu",4581026,427308
"2014S000599","2","Ds",2014,1,"Gener",25,5,"DsbSemafor","Taxi","Home","Vianant",22,"Lleu",4582407,430912
"2014S000354","7","Dj",2014,1,"Gener",16,1,"CreuaForaPas","Ciclomotor","Home","Vianant",7,"Lleu",4585619,430776
"2014S002009","7","Dm",2014,3,"Marc",18,12,"No","Taxi","Home","Vianant",80,"Lleu",4585073,430571
"2014S009632","2","Dl",2014,12,"Desembre",29,9,"DsbSemafor","Ciclomotor","Dona","Vianant",45,"Lleu",4583811,431099
"2014S006818","1","Dm",2014,9,"Setembre",23,10,"Altres","Bicicleta","Dona","Vianant",51,"Lleu",4581872,431382
"2014S007210","3","Dm",2014,10,"Octubre",7,10,"No","Turisme","Dona","Vianant",52,"Lleu",4579885,427608
"2014S008090","2","Dc",2014,11,"Novembre",5,8,"Altres","Bicicleta","Dona","Vianant",20,"Lleu",4581297,429339
"2014S002440","2","Dc",2014,4,"Abril",2,6,"TrnPeuCalcada","Turisme","Home","Vianant",85,"Lleu",4583674,430575
"2014S005615","1","Dc",2014,7,"Juliol",30,9,"CreuaForaPas","Motocicleta","Home","Vianant",88,"Lleu",4582238,431840
"2014S007858","3","Dm",2014,10,"Octubre",28,8,"No","Turisme","Dona","Vianant",24,"Lleu",4580674,429301
"2014S000697","1","Dc",2014,1,"Gener",29,7,"Altres","Furgoneta","Dona","Vianant",76,"Lleu",4581354,430145
"2014S000912","4","Dj",2014,2,"Febrer",6,2,"No","Turisme","Home","Vianant",55,"Lleu",4582964,425808
"2014S000211","3","Dv",2014,1,"Gener",10,8,"Altres","Turisme","Dona","Vianant",80,"Lleu",4581005,427283
"2014S000301","2","Dm",2014,1,"Gener",14,2,"CreuaForaPas","Bicicleta","Dona","Vianant",51,"Lleu",4581462,429972
"2014S000607","9","Dg",2014,1,"Gener",26,11,"CreuaForaPas","Turisme","Home","Vianant",2,"Lleu",4589701,432629
"2014S000271","3","Dl",2014,1,"Gener",13,8,"CreuaForaPas","Tractocamio","Home","Vianant",77,"Greu",4575793,425903
"2014S002084","5","Dj",2014,3,"Marc",20,7,"No","Motocicleta","Dona","Vianant",37,"Lleu",4582874,426950
"2014S000887","2","Dc",2014,2,"Febrer",5,6,"DsbSemafor","Furgoneta","Dona","Vianant",15,"Lleu",4580985,429044
"2014S000889","5","Dc",2014,2,"Febrer",5,5,"DsbSemafor","Motocicleta","Home","Vianant",11,"Lleu",4584065,428037
"2014S001290","2","Dv",2014,2,"Febrer",21,9,"No","Taxi","Home","Vianant",31,"Lleu",4581730,428826
"2014S001047","2","Dl",2014,2,"Febrer",10,11,"DsbSemafor","CamioLess35Tm","Home","Vianant",18,"Lleu",4582547,430616
"2014S001265","10","Dj",2014,2,"Febrer",20,11,"No","Turisme","Dona","Vianant",29,"Lleu",4584538,431678
"2014S000036","1","Dv",2014,1,"Gener",3,1,"CreuaForaPas","Taxi","Home","Vianant",31,"Lleu",4580996,430738
"2014S002034","2","Dc",2014,3,"Marc",19,11,"No","Turisme","Home","Vianant",89,"Lleu",4582531,429360
"2014S001717","7","Ds",2014,3,"Marc",8,1,"No","Turisme","Dona","Vianant",56,"Lleu",4586128,431127
"2014S001451","5","Dc",2014,2,"Febrer",26,7,"No","Taxi","Home","Vianant",11,"Lleu",4583669,427747
"2014S001457","6","Dc",2014,2,"Febrer",26,7,"No","Motocicleta","Dona","Vianant",1,"Lleu",4584441,430034
"2014S001457","6","Dc",2014,2,"Febrer",26,7,"No","Motocicleta","Dona","Vianant",NA,"Lleu",4584441,430034
"2014S000932","8","Dj",2014,2,"Febrer",6,8,"CreuaForaPas","Motocicleta","Home","Vianant",20,"Lleu",4586790,430885
"2014S000107","8","Dm",2014,1,"Gener",7,11,"No","Turisme","Home","Vianant",15,"Lleu",4587354,431470
"2014S001517","7","Dv",2014,2,"Febrer",28,1,"CreuaForaPas","Motocicleta","Home","Vianant",54,"Greu",4585337,430347
"2014S006529","1","Dj",2014,9,"Setembre",11,10,"No","Turisme","Dona","Vianant",61,"Lleu",4581184,430771
"2014S006606","2","Dl",2014,9,"Setembre",15,12,"No","Motocicleta","Home","Vianant",70,"Lleu",4583932,431509
"2014S004241","5","Dm",2014,6,"Juny",10,12,"CreuaForaPas","Turisme","Home","Vianant",76,"Lleu",4584363,428046
"2014S008033","5","Dl",2014,11,"Novembre",3,11,"No","TotTerreny","Dona","Vianant",82,"Lleu",4584081,426797
"2014S003643","1","Ds",2014,5,"Maig",17,10,"CreuaForaPas","Motocicleta","Dona","Vianant",58,"Lleu",4581748,430893
"2014S008062","2","Dm",2014,11,"Novembre",4,9,"No","Turisme","Home","Vianant",63,"Lleu",4583488,431589
"2014S005308","2","Dj",2014,7,"Juliol",17,6,"No","Furgoneta","Dona","Vianant",82,"Lleu",4581670,429249
"2014S000318","10","Dc",2014,1,"Gener",15,10,"No","Furgoneta","Dona","Vianant",50,"Lleu",4585381,431696
"2014S000039","2","Dv",2014,1,"Gener",3,11,"No","Motocicleta","Dona","Vianant",29,"Lleu",4582739,430599
"2014S000039","2","Dv",2014,1,"Gener",3,11,"No","Motocicleta","Home","Vianant",42,"Greu",4582739,430599
"2014S000815","3","Dl",2014,2,"Febrer",3,4,"No","Turisme","Dona","Vianant",69,"Greu",4580441,428153
"2014S009237","2","Dc",2014,12,"Desembre",10,9,"No","Turisme","Home","Vianant",91,"Lleu",4584263,430984
"2014S001670","2","Dj",2014,3,"Marc",6,6,"Altres","Bicicleta","Home","Vianant",65,"Lleu",4581146,429111
"2014S000427","6","Dg",2014,1,"Gener",19,2,"No","Motocicleta","Dona","Vianant",63,"Lleu",4584727,429350
"2014S006658","2","Dc",2014,9,"Setembre",17,7,"No","Turisme","Dona","Vianant",51,"Lleu",4581583,429176
"2014S006702","2","Dj",2014,9,"Setembre",18,2,"No","Motocicleta","Home","Vianant",42,"Lleu",4582846,430847
"2014S007721","2","Dv",2014,10,"Octubre",24,11,"No","Turisme","Home","Vianant",75,"Lleu",4582018,429277
"2014S008263","4","Dl",2014,11,"Novembre",10,6,"No","Taxi","Dona","Vianant",73,"Lleu",4582648,427585
"2014S002476","2","Dj",2014,4,"Abril",3,10,"No","Turisme","Dona","Vianant",62,"Lleu",4581384,428623
"2014S009571","1","Dv",2014,12,"Desembre",26,9,"Altres","Bicicleta","Home","Vianant",5,"Lleu",4581640,431908
"2014S008435","3","Dl",2014,11,"Novembre",17,4,"CreuaForaPas","AltresVehMotor","Home","Vianant",52,"Lleu",4576025,426266
"2014S001212","8","Dc",2014,2,"Febrer",12,2,"DsbSemafor","Turisme","Dona","Vianant",17,"Lleu",4588441,432055
"2014S008274","5","Dm",2014,11,"Novembre",11,11,"CreuaForaPas","Bus","Dona","Vianant",46,"Greu",4583184,427077
"2014S006361","2","Dj",2014,9,"Setembre",4,11,"No","CamioMore35Tm","Dona","Vianant",55,"Lleu",4583840,431945
"2014S003507","9","Dm",2014,5,"Maig",13,12,"Altres","Turisme","Home","Vianant",43,"Lleu",4585792,432472
"2014S006061","8","Dc",2014,8,"Agost",20,2,"CreuaForaPas","Furgoneta","Dona","Vianant",12,"Lleu",4587537,430944
"2014S001218","7","Dm",2014,2,"Febrer",18,4,"DsbSemafor","Ciclomotor","Home","Vianant",42,"Lleu",4584835,430267
"2014S004137","1","Dj",2014,6,"Juny",5,2,"DsbSemafor","Bicicleta","Dona","Vianant",35,"Lleu",4581811,431889
"2014S004144","5","Dj",2014,6,"Juny",5,4,"Altres","Turisme","Dona","Vianant",19,"Lleu",4584061,427090
"2014S002574","2","Dl",2014,4,"Abril",7,12,"DsbSemafor","Turisme","Dona","Vianant",24,"Lleu",4583209,431215
"2014S002578","10","Dl",2014,4,"Abril",7,2,"No","Turisme","Dona","Vianant",30,"Lleu",4585942,433110
"2014S003124","2","Dl",2014,4,"Abril",28,4,"No","Taxi","Dona","Vianant",47,"Lleu",4582939,430435
"2014S003320","3","Dm",2014,5,"Maig",6,2,"DsbSemafor","Motocicleta","Home","Vianant",37,"Greu",4580967,428294
"2014S004435","3","Dl",2014,6,"Juny",16,3,"CreuaForaPas","Turisme","Home","Vianant",49,"Lleu",4580660,431045
"2014S004628","1","Dg",2014,6,"Juny",22,11,"No","Motocicleta","Dona","Vianant",56,"Lleu",4582108,431726
"2014S004717","10","Dj",2014,6,"Juny",26,8,"DsbSemafor","Motocicleta","Home","Vianant",22,"Lleu",4584861,433173
"2014S003553","4","Dc",2014,5,"Maig",14,8,"No","Turisme","Dona","Vianant",85,"Lleu",4582392,427933
"2014S005241","10","Dm",2014,7,"Juliol",15,12,"DsbSemafor","Bus","Home","Vianant",37,"Greu",4584766,431855
"2014S003742","7","Dc",2014,5,"Maig",21,9,"No","Turisme","Dona","Vianant",21,"Lleu",4585439,431171
"2014S004808","10","Dl",2014,6,"Juny",30,6,"No","Taxi","Home","Vianant",49,"Lleu",4584850,434328
"2014S004814","2","Dl",2014,6,"Juny",30,10,"DsbSemafor","Taxi","Home","Vianant",5,"Lleu",4583565,430675
"2014S003228","6","Dj",2014,5,"Maig",1,9,"DsbSemafor","Ciclomotor","Dona","Vianant",47,"Lleu",4584118,430778
"2014S003235","3","Dv",2014,5,"Maig",2,1,"No","Furgoneta","Home","Vianant",50,"Lleu",4575955,425987
"2014S005503","2","Dj",2014,7,"Juliol",24,12,"No","Furgoneta","Home","Vianant",51,"Lleu",4582812,430430
"2014S004233","10","Dm",2014,6,"Juny",10,9,"No","Turisme","Home","Vianant",7,"Lleu",4584029,434044
"2014S002721","6","Dv",2014,4,"Abril",11,9,"No","Turisme","Dona","Vianant",48,"Lleu",4583282,429623
"2014S002507","5","Dv",2014,4,"Abril",4,7,"No","Turisme","Dona","Vianant",64,"Lleu",4583501,427401
"2014S009352","8","Dv",2014,12,"Desembre",19,6,"CreuaForaPas","Motocicleta","Dona","Vianant",74,"Lleu",4588822,431784
"2014S002737","5","Dv",2014,4,"Abril",11,5,"No","Motocicleta","Dona","Vianant",19,"Lleu",4584880,427052
"2014S009542","4","Dc",2014,12,"Desembre",24,8,"No","Turisme","Dona","Vianant",41,"Lleu",4582370,427250
"2014S008918","4","Dj",2014,12,"Desembre",4,10,"No","Furgoneta","Dona","Vianant",25,"Lleu",4582027,427836
"2014S004914","10","Dv",2014,7,"Juliol",4,9,"No","Turisme","Dona","Vianant",2,"Lleu",4583883,433960
"2014S004558","3","Dj",2014,6,"Juny",19,5,"CreuaForaPas","Turisme","Home","Vianant",4,"Lleu",4580721,427441
"2014S008922","1","Dj",2014,12,"Desembre",4,11,"No","Taxi","Home","Vianant",52,"Lleu",4582103,431223
"2014S003292","10","Dl",2014,5,"Maig",5,1,"CreuaForaPas","Turisme","Dona","Vianant",79,"Lleu",4586387,433490
"2014S004768","1","Dg",2014,6,"Juny",29,6,"CreuaForaPas","Motocicleta","Home","Vianant",40,"Lleu",4581354,430145
"2014S009366","1","Dv",2014,12,"Desembre",19,1,"No","Bus","Home","Vianant",21,"Lleu",4582103,431223
"2014S005527","10","Dv",2014,7,"Juliol",25,2,"No","Turisme","Dona","Vianant",30,"Lleu",4584687,433214
"2014S003157","5","Dm",2014,4,"Abril",29,5,"No","Ciclomotor","Dona","Vianant",63,"Lleu",4583466,427509
"2014S009510","5","Dm",2014,12,"Desembre",23,5,"TrnPeuCalcada","Motocicleta","Dona","Vianant",75,"Greu",4584940,427940
"2014S003875","2","Dv",2014,5,"Maig",16,2,"No","Turisme","Dona","Vianant",39,"Lleu",4583192,431495
"2014S003567","1","Dj",2014,5,"Maig",15,11,"Altres","Autocar","Dona","Vianant",71,"Lleu",4582295,431780
"2014S002487","10","Dv",2014,4,"Abril",4,8,"Altres","Bicicleta","Dona","Vianant",70,"Greu",4582962,432328
"2014S002633","3","Dc",2014,4,"Abril",9,10,"Altres","Furgoneta","Home","Vianant",89,"Lleu",4580882,427388
"2014S004856","3","Dc",2014,7,"Juliol",2,2,"No","Turisme","Dona","Vianant",67,"Greu",4580634,428392
"2014S002587","2","Dl",2014,4,"Abril",7,6,"Altres","Motocicleta","Dona","Vianant",80,"Lleu",4582657,429373
"2014S009368","5","Dv",2014,12,"Desembre",19,3,"No","Turisme","Dona","Vianant",44,"Greu",4584798,427819
"2014S005538","9","Dv",2014,7,"Juliol",25,8,"No","Turisme","Dona","Vianant",NA,"Lleu",4586550,431913
"2014S004214","2","Dg",2014,6,"Juny",8,11,"DsbSemafor","Ciclomotor","Dona","Vianant",35,"Lleu",4583996,431101
"2014S002796","2","Dl",2014,4,"Abril",14,11,"CreuaForaPas","Turisme","Dona","Vianant",54,"Lleu",4583606,430637
"2014S002902","10","Ds",2014,4,"Abril",19,3,"DsbSemafor","Motocicleta","Home","Vianant",22,"Lleu",4585072,432111
"2014S004875","4","Dj",2014,7,"Juliol",3,10,"No","Motocicleta","Home","Vianant",61,"Lleu",4581887,428113
"2014S003007","2","Dj",2014,4,"Abril",24,2,"DsbSemafor","Motocicleta","Dona","Vianant",67,"Lleu",4582547,430616
"2014S004821","2","Dm",2014,7,"Juliol",1,11,"DsbSemafor","Motocicleta","Dona","Vianant",47,"Lleu",4583451,430156
"2014S003272","5","Dg",2014,5,"Maig",4,2,"No","Motocicleta","Home","Vianant",60,"Lleu",4582780,428027
"2014S003373","5","Dj",2014,5,"Maig",8,12,"No","Turisme","Dona","Vianant",31,"Lleu",4584545,428087
"2014S005462","2","Dc",2014,7,"Juliol",23,1,"CreuaForaPas","Motocicleta","Home","Vianant",84,"Lleu",4583506,431596
"2014S005464","2","Dc",2014,7,"Juliol",23,1,"No","Furgoneta","Dona","Vianant",35,"Lleu",4583683,431511
"2014S005295","1","Dj",2014,7,"Juliol",17,10,"No","Taxi","Home","Vianant",78,"Lleu",4581268,430653
"2014S003771","4","Dj",2014,5,"Maig",22,9,"No","Motocicleta","Home","Vianant",3,"Lleu",4581702,427236
"2014S003772","10","Dj",2014,5,"Maig",22,10,"CreuaForaPas","Motocicleta","Dona","Vianant",44,"Lleu",4585374,431548
"2014S007326","8","Ds",2014,10,"Octubre",11,5,"Altres","Turisme","Home","Vianant",76,"Lleu",4588063,430539
"2014S006215","2","Dj",2014,8,"Agost",28,8,"DsbSemafor","Bicicleta","Dona","Vianant",82,"Lleu",4583776,430679
"2014S009440","6","Dg",2014,12,"Desembre",21,6,"No","Taxi","Dona","Vianant",76,"Lleu",4585077,430048
"2014S006560","1","Dv",2014,9,"Setembre",12,9,"No","Turisme","Home","Vianant",45,"Lleu",4581387,430878
"2014S007363","3","Dl",2014,10,"Octubre",13,11,"No","Turisme","Home","Vianant",61,"Greu",4581545,428399
"2014S007506","3","Dv",2014,10,"Octubre",17,3,"CreuaForaPas","Turisme","Dona","Vianant",8,"Greu",4580745,427435
"2014S008383","2","Dv",2014,11,"Novembre",14,9,"No","Turisme","Dona","Vianant",31,"Lleu",4582104,429008
"2014S008385","10","Dv",2014,11,"Novembre",14,9,"No","Turisme","Dona","Vianant",68,"Lleu",4585827,433367
"2014S006516","9","Dc",2014,9,"Setembre",10,6,"DsbSemafor","Motocicleta","Home","Vianant",77,"Lleu",4586878,431973
"2014S007946","2","Dv",2014,10,"Octubre",31,12,"No","Turisme","Home","Vianant",82,"Lleu",4583756,430353
"2014S006715","5","Dg",2014,9,"Setembre",21,7,"DsbSemafor","Motocicleta","Dona","Vianant",18,"Lleu",4582943,427346
"2014S007716","5","Dv",2014,10,"Octubre",24,9,"No","Motocicleta","Home","Vianant",12,"Lleu",4583598,429089
"2014S008566","2","Dv",2014,11,"Novembre",21,5,"No","Motocicleta","Home","Vianant",85,"Lleu",4583769,430481
"2014S005492","2","Dj",2014,7,"Juliol",24,9,"No","Turisme","Home","Vianant",44,"Lleu",4581881,429607
"2014S005948","1","Dj",2014,8,"Agost",14,1,"No","Turisme","Dona","Vianant",83,"Lleu",4581251,431448
"2014S008804","10","Ds",2014,11,"Novembre",29,6,"No","Furgoneta","Dona","Vianant",78,"Lleu",4585576,433049
"2014S005765","2","Dm",2014,8,"Agost",5,4,"Altres","Bicicleta","Home","Vianant",0,"Lleu",4582234,430408
"2014S005919","2","Dm",2014,8,"Agost",12,6,"CreuaForaPas","Taxi","Dona","Vianant",65,"Lleu",4582134,430386
"2014S006386","10","Dj",2014,9,"Setembre",4,8,"CreuaForaPas","Turisme","Home","Vianant",80,"Greu",4585320,432848
"2014S009622","2","Dl",2014,12,"Desembre",29,2,"No","Bicicleta","Dona","Vianant",27,"Lleu",4582210,430198
"2014S006534","10","Dj",2014,9,"Setembre",11,6,"No","Turisme","Home","Vianant",66,"Lleu",4583869,432354
"2014S008335","2","Dj",2014,11,"Novembre",13,1,"CreuaForaPas","Turisme","Home","Vianant",20,"Lleu",4582687,430303
"2014S006982","2","Dl",2014,9,"Setembre",29,6,"No","Taxi","Dona","Vianant",70,"Lleu",4582709,429539
"2014S009480","5","Dl",2014,12,"Desembre",22,4,"CreuaForaPas","Turisme","Dona","Vianant",58,"Lleu",4584950,426944
"2014S006629","7","Dm",2014,9,"Setembre",16,6,"No","Motocicleta","Dona","Vianant",77,"Lleu",4585022,430630
"2014S008146","2","Dj",2014,11,"Novembre",6,7,"Altres","Turisme","Dona","Vianant",66,"Lleu",4582503,429764
"2014S008043","3","Dl",2014,11,"Novembre",3,3,"No","Motocicleta","Home","Vianant",47,"Lleu",4580695,427889
"2014S008291","2","Dm",2014,11,"Novembre",11,5,"Altres","Furgoneta","Dona","Vianant",69,"Lleu",4584450,430981
"2014S006248","9","Ds",2014,8,"Agost",30,4,"No","Turisme","Dona","Vianant",24,"Lleu",4588906,432617
"2014S002234","8","Dj",2014,3,"Marc",27,7,"No","Turisme","Dona","Vianant",42,"Lleu",4588088,431382
"2014S006022","5","Dl",2014,8,"Agost",18,1,"No","Motocicleta","Dona","Vianant",58,"Lleu",4583430,429224
"2014S001510","1","Dv",2014,2,"Febrer",28,10,"Altres","Furgoneta","Home","Vianant",44,"Lleu",4581982,431774
"2014S006476","1","Dm",2014,9,"Setembre",9,12,"No","Bicicleta","Dona","Vianant",38,"Lleu",4581952,431102
"2014S008682","3","Dc",2014,11,"Novembre",26,1,"No","Turisme","Home","Vianant",28,"Lleu",4576309,426672
"2014S000360","5","Dj",2014,1,"Gener",16,3,"DsbSemafor","Motocicleta","Home","Vianant",30,"Lleu",4584950,428645
"2014S001911","8","Dv",2014,3,"Marc",14,8,"No","Motocicleta","Dona","Vianant",64,"Lleu",4588151,430794
"2014S008441","9","Dl",2014,11,"Novembre",17,4,"CreuaForaPas","Turisme","Home","Vianant",50,"Lleu",4587605,432949
"2014S008443","5","Dl",2014,11,"Novembre",17,8,"No","Ciclomotor","Dona","Vianant",82,"Lleu",4583959,427782
"2014S001672","10","Dj",2014,3,"Marc",6,7,"DsbSemafor","Motocicleta","Dona","Vianant",66,"Lleu",4582229,432732
"2014S007489","3","Dj",2014,10,"Octubre",16,10,"CreuaForaPas","Turisme","Dona","Vianant",53,"Lleu",4580878,427861
"2014S006310","3","Dm",2014,9,"Setembre",2,8,"No","Furgoneta","Home","Vianant",56,"Lleu",4579874,427616
"2014S007253","10","Dc",2014,10,"Octubre",8,6,"No","Taxi","Dona","Vianant",60,"Lleu",4585955,433238
"2014S002079","2","Dj",2014,3,"Marc",20,2,"Altres","Turisme","Home","Vianant",35,"Lleu",4582145,429780
"2014S005851","1","Ds",2014,8,"Agost",9,9,"No","Bicicleta","Dona","Vianant",6,"Lleu",4581571,431645
"2014S000668","2","Dm",2014,1,"Gener",28,9,"DsbSemafor","Ciclomotor","Dona","Vianant",81,"Lleu",4582930,428710
"2014S000423","10","Dg",2014,1,"Gener",19,6,"No","Turisme","Home","Vianant",19,"Lleu",4582845,433507
"2014S000424","1","Dg",2014,1,"Gener",19,10,"No","Turisme","Home","Vianant",92,"Lleu",4581839,432803
"2014S001583","3","Dl",2014,3,"Marc",3,12,"No","Turisme","Dona","Vianant",91,"Lleu",4580778,428144
"2014S005785","2","Dc",2014,8,"Agost",6,8,"No","Motocicleta","Dona","Vianant",72,"Greu",4584823,431145
"2014S008849","3","Dm",2014,12,"Desembre",2,7,"Altres","Motocicleta","Dona","Vianant",NA,"Lleu",4580214,428234
"2014S006226","5","Dv",2014,8,"Agost",29,1,"No","Turisme","Dona","Vianant",35,"Lleu",4583467,427789
"2014S001608","3","Dm",2014,3,"Marc",4,9,"No","Turisme","Dona","Vianant",44,"Lleu",4580714,430858
"2014S001614","5","Dm",2014,3,"Marc",4,12,"No","Ciclomotor","Home","Vianant",18,"Lleu",4583200,428884
"2014S009231","5","Dl",2014,12,"Desembre",15,5,"No","Turisme","Dona","Vianant",78,"Lleu",4583466,427509
"2014S007289","2","Dv",2014,10,"Octubre",10,8,"Altres","Motocicleta","Home","Vianant",33,"Lleu",4582044,428475
"2014S001987","2","Dl",2014,3,"Marc",17,7,"No","Taxi","Dona","Vianant",33,"Lleu",4582502,430496
"2014S001991","7","Dl",2014,3,"Marc",17,7,"TrnPeuCalcada","Taxi","Dona","Vianant",84,"Lleu",4585510,431102
"2014S005871","4","Dl",2014,8,"Agost",11,10,"No","Turisme","Dona","Vianant",31,"Lleu",4582157,427611
"2014S007496","6","Dv",2014,10,"Octubre",17,10,"No","Motocicleta","Home","Vianant",65,"Lleu",4584144,429471
"2014S007499","2","Dv",2014,10,"Octubre",17,11,"No","Turisme","Dona","Vianant",54,"Lleu",4583417,430473
"2014S007069","1","Dj",2014,10,"Octubre",2,3,"No","Motocicleta","Home","Vianant",4,"Lleu",4581707,430541
"2014S005768","2","Dm",2014,8,"Agost",5,5,"No","Motocicleta","Dona","Vianant",21,"Lleu",4583207,430890
"2014S007969","3","Dv",2014,10,"Octubre",31,7,"DsbSemafor","Ciclomotor","Home","Vianant",47,"Lleu",4581832,428114
"2014S006484","2","Dm",2014,9,"Setembre",9,7,"DsbSemafor","Bicicleta","Dona","Vianant",64,"Lleu",4583528,431193
"2014S001807","10","Dc",2014,3,"Marc",12,11,"DsbSemafor","Bicicleta","Dona","Vianant",21,"Lleu",4582334,432679
"2014S007634","3","Dm",2014,10,"Octubre",21,4,"TrnPeuCalcada","Turisme","Dona","Vianant",55,"Lleu",4580885,429382
"2014S006162","10","Dm",2014,8,"Agost",26,6,"No","Motocicleta","Dona","Vianant",28,"Lleu",4582845,433507
"2014S007862","2","Dm",2014,10,"Octubre",28,10,"DsbSemafor","Motocicleta","Home","Vianant",22,"Lleu",4582547,430616
"2014S008046","3","Dl",2014,11,"Novembre",3,5,"No","Bicicleta","Dona","Vianant",42,"Lleu",4576056,426026
"2014S008053","2","Dl",2014,11,"Novembre",3,8,"No","Turisme","Dona","Vianant",59,"Lleu",4583555,430990
"2014S000079","4","Dg",2014,1,"Gener",5,2,"CreuaForaPas","Tramvia","Home","Vianant",18,"Lleu",4582602,427744
"2014S000908","3","Dj",2014,2,"Febrer",6,12,"Altres","Tractocamio","Home","Vianant",47,"Lleu",4578649,429881
"2014S000715","4","Dj",2014,1,"Gener",30,9,"DsbSemafor","Motocicleta","Dona","Vianant",41,"Lleu",4582648,427585
"2014S000715","4","Dj",2014,1,"Gener",30,9,"DsbSemafor","Motocicleta","Dona","Vianant",34,"Lleu",4582648,427585
"2014S000922","1","Dj",2014,2,"Febrer",6,4,"CreuaForaPas","Bicicleta","Dona","Vianant",52,"Lleu",4580934,430748
"2014S000924","2","Dj",2014,2,"Febrer",6,4,"No","Motocicleta","Home","Vianant",12,"Lleu",4582838,430075
"2014S000031","3","Dj",2014,1,"Gener",2,7,"CreuaForaPas","Motocicleta","Dona","Vianant",59,"Greu",4580233,427457
"2014S000241","10","Ds",2014,1,"Gener",11,11,"No","Turisme","Dona","Vianant",45,"Lleu",4584691,432792
"2014S002084","5","Dj",2014,3,"Marc",20,7,"No","Motocicleta","Dona","Vianant",9,"Lleu",4582874,426950
"2014S000478","2","Dm",2014,1,"Gener",21,3,"DsbSemafor","Furgoneta","Dona","Vianant",12,"Lleu",4583068,430539
"2014S000683","7","Dc",2014,1,"Gener",29,10,"No","Furgoneta","Dona","Vianant",55,"Lleu",4587329,429953
"2014S000434","3","Dl",2014,1,"Gener",20,9,"No","Bicicleta","Dona","Vianant",71,"Lleu",4580988,428879
"2014S002044","2","Dc",2014,3,"Marc",19,6,"No","Furgoneta","Dona","Vianant",56,"Lleu",4582659,431356
"2014S001317","6","Dv",2014,2,"Febrer",21,6,"CreuaForaPas","Motocicleta","Dona","Vianant",50,"Lleu",4583982,429277
